movieId,title,genres
1961,Rain Man (1988),Drama
2396,Shakespeare in Love (1998),Comedy|Drama|Romance
111,Taxi Driver (1976),Crime|Drama|Thriller
1682,"Truman Show, The (1998)",Comedy|Drama|Sci-Fi
912,Casablanca (1942),Drama|Romance
161,Crimson Tide (1995),Drama|Thriller|War
778,Trainspotting (1996),Comedy|Crime|Drama
2329,American History X (1998),Crime|Drama
1208,Apocalypse Now (1979),Action|Drama|War
7361,Eternal Sunshine of the Spotless Mind (2004),Drama|Romance|Sci-Fi
1393,Jerry Maguire (1996),Drama|Romance
4995,"Beautiful Mind, A (2001)",Drama|Romance
1222,Full Metal Jacket (1987),Drama|War
1784,As Good as It Gets (1997),Comedy|Drama|Romance
25,Leaving Las Vegas (1995),Drama|Romance
2291,Edward Scissorhands (1990),Drama|Fantasy|Romance
1968,"Breakfast Club, The (1985)",Comedy|Drama
3147,"Green Mile, The (1999)",Crime|Drama
36,Dead Man Walking (1995),Crime|Drama
1259,Stand by Me (1986),Adventure|Drama
17,Sense and Sensibility (1995),Drama|Romance
300,Quiz Show (1994),Drama
1225,Amadeus (1984),Drama
1246,Dead Poets Society (1989),Drama
58559,"Dark Knight, The (2008)",Action|Crime|Drama|IMAX
1584,Contact (1997),Drama|Sci-Fi
2797,Big (1988),Comedy|Drama|Fantasy|Romance
508,Philadelphia (1993),Drama
62,Mr. Holland's Opus (1995),Drama
2710,"Blair Witch Project, The (1999)",Drama|Horror|Thriller
4022,Cast Away (2000),Drama
4878,Donnie Darko (2001),Drama|Mystery|Sci-Fi|Thriller
7438,Kill Bill: Vol. 2 (2004),Action|Drama|Thriller
1653,Gattaca (1997),Drama|Sci-Fi|Thriller
1573,Face/Off (1997),Action|Crime|Drama|Thriller
3897,Almost Famous (2000),Drama
11,"American President, The (1995)",Comedy|Drama|Romance
2324,Life Is Beautiful (La Vita è bella) (1997),Comedy|Drama|Romance|War
5989,Catch Me If You Can (2002),Crime|Drama
337,What's Eating Gilbert Grape (1993),Drama
923,Citizen Kane (1941),Drama|Mystery
594,Snow White and the Seven Dwarfs (1937),Animation|Children|Drama|Fantasy|Musical
2000,Lethal Weapon (1987),Action|Comedy|Crime|Drama
16,Casino (1995),Crime|Drama
509,"Piano, The (1993)",Drama|Romance
1247,"Graduate, The (1967)",Comedy|Drama|Romance
235,Ed Wood (1994),Comedy|Drama
4034,Traffic (2000),Crime|Drama|Thriller
317,"Santa Clause, The (1994)",Comedy|Drama|Fantasy
266,Legends of the Fall (1994),Drama|Romance|War|Western
786,Eraser (1996),Action|Drama|Thriller
3408,Erin Brockovich (2000),Drama
3481,High Fidelity (2000),Comedy|Drama|Romance
350,"Client, The (1994)",Drama|Mystery|Thriller
1090,Platoon (1986),Drama|War
6711,Lost in Translation (2003),Comedy|Drama|Romance
2194,"Untouchables, The (1987)",Action|Crime|Drama
1625,"Game, The (1997)",Drama|Mystery|Thriller
1183,"English Patient, The (1996)",Drama|Romance|War
1641,"Full Monty, The (1997)",Comedy|Drama
2268,"Few Good Men, A (1992)",Crime|Drama|Thriller
553,Tombstone (1993),Action|Drama|Western
1954,Rocky (1976),Drama
1207,To Kill a Mockingbird (1962),Drama
2712,Eyes Wide Shut (1999),Drama|Mystery|Thriller
3949,Requiem for a Dream (2000),Drama
920,Gone with the Wind (1939),Drama|Romance|War
48516,"Departed, The (2006)",Crime|Drama|Thriller
2985,RoboCop (1987),Action|Crime|Drama|Sci-Fi|Thriller
3471,Close Encounters of the Third Kind (1977),Adventure|Drama|Sci-Fi
1266,Unforgiven (1992),Drama|Western
903,Vertigo (1958),Drama|Mystery|Romance|Thriller
953,It's a Wonderful Life (1946),Drama|Fantasy|Romance
79132,Inception (2010),Action|Crime|Drama|Mystery|Sci-Fi|Thriller|IMAX
1639,Chasing Amy (1997),Comedy|Drama|Romance
2395,Rushmore (1998),Comedy|Drama
2321,Pleasantville (1998),Comedy|Drama|Fantasy
1233,"Boot, Das (Boat, The) (1981)",Action|Drama|War
3176,"Talented Mr. Ripley, The (1999)",Drama|Mystery|Thriller
3994,Unbreakable (2000),Drama|Sci-Fi
1673,Boogie Nights (1997),Drama
1358,Sling Blade (1996),Drama
2001,Lethal Weapon 2 (1989),Action|Comedy|Crime|Drama
48,Pocahontas (1995),Animation|Children|Drama|Musical|Romance
3753,"Patriot, The (2000)",Action|Drama|War
6016,City of God (Cidade de Deus) (2002),Action|Adventure|Crime|Drama|Thriller
1203,12 Angry Men (1957),Drama
7147,Big Fish (2003),Drama|Fantasy|Romance
2529,Planet of the Apes (1968),Action|Drama|Sci-Fi
225,Disclosure (1994),Drama|Thriller
151,Rob Roy (1995),Action|Drama|Romance|War
1250,"Bridge on the River Kwai, The (1957)",Adventure|Drama|War
802,Phenomenon (1996),Drama|Romance
5060,M*A*S*H (a.k.a. MASH) (1970),Comedy|Drama|War
4979,"Royal Tenenbaums, The (2001)",Comedy|Drama
1396,Sneakers (1992),Action|Comedy|Crime|Drama|Sci-Fi
1204,Lawrence of Arabia (1962),Adventure|Drama|War
1094,"Crying Game, The (1992)",Drama|Romance|Thriller
1302,Field of Dreams (1989),Children|Drama|Fantasy
1242,Glory (1989),Drama|War
3418,Thelma & Louise (1991),Adventure|Crime|Drama
168,First Knight (1995),Action|Drama|Romance
2890,Three Kings (1999),Action|Adventure|Comedy|Drama|War
4246,Bridget Jones's Diary (2001),Comedy|Drama|Romance
265,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Fantasy|Romance
145,Bad Boys (1995),Action|Comedy|Crime|Drama|Thriller
46578,Little Miss Sunshine (2006),Adventure|Comedy|Drama
3160,Magnolia (1999),Drama
805,"Time to Kill, A (1996)",Drama|Thriller
1876,Deep Impact (1998),Drama|Sci-Fi|Thriller
2019,Seven Samurai (Shichinin no samurai) (1954),Action|Adventure|Drama
4308,Moulin Rouge (2001),Drama|Musical|Romance
1729,Jackie Brown (1997),Crime|Drama|Thriller
58,"Postman, The (Postino, Il) (1994)",Comedy|Drama|Romance
3448,"Good Morning, Vietnam (1987)",Comedy|Drama|War
1645,"Devil's Advocate, The (1997)",Drama|Mystery|Thriller
48394,"Pan's Labyrinth (Laberinto del fauno, El) (2006)",Drama|Fantasy|Thriller
1276,Cool Hand Luke (1967),Drama
48780,"Prestige, The (2006)",Drama|Mystery|Sci-Fi|Thriller
282,Nell (1994),Drama
4370,A.I. Artificial Intelligence (2001),Adventure|Drama|Sci-Fi
628,Primal Fear (1996),Crime|Drama|Mystery|Thriller
1674,Witness (1985),Drama|Romance|Thriller
315,"Specialist, The (1994)",Action|Drama|Thriller
1088,Dirty Dancing (1987),Drama|Musical|Romance
529,Searching for Bobby Fischer (1993),Drama
1262,"Great Escape, The (1963)",Action|Adventure|Drama|War
56367,Juno (2007),Comedy|Drama|Romance
515,"Remains of the Day, The (1993)",Drama|Romance
1466,Donnie Brasco (1997),Crime|Drama
1263,"Deer Hunter, The (1978)",Drama|War
852,Tin Cup (1996),Comedy|Drama|Romance
4085,Beverly Hills Cop (1984),Action|Comedy|Crime|Drama
5995,"Pianist, The (2002)",Drama|War
4262,Scarface (1983),Action|Crime|Drama
7143,"Last Samurai, The (2003)",Action|Adventure|Drama|War
783,"Hunchback of Notre Dame, The (1996)",Animation|Children|Drama|Musical|Romance
261,Little Women (1994),Drama
1597,Conspiracy Theory (1997),Drama|Mystery|Romance|Thriller
345,"Adventures of Priscilla, Queen of the Desert, The (1994)",Comedy|Drama
55820,No Country for Old Men (2007),Crime|Drama
4014,Chocolat (2000),Drama|Romance
1059,William Shakespeare's Romeo + Juliet (1996),Drama|Romance
5010,Black Hawk Down (2001),Action|Drama|War
2455,"Fly, The (1986)",Drama|Horror|Sci-Fi|Thriller
2023,"Godfather: Part III, The (1990)",Crime|Drama|Mystery|Thriller
4720,"Others, The (2001)",Drama|Horror|Mystery|Thriller
1293,Gandhi (1982),Drama
3255,"League of Their Own, A (1992)",Comedy|Drama
22,Copycat (1995),Crime|Drama|Horror|Mystery|Thriller
3755,"Perfect Storm, The (2000)",Drama|Thriller
1060,Swingers (1996),Comedy|Drama
3101,Fatal Attraction (1987),Drama|Thriller
1228,Raging Bull (1980),Drama
914,My Fair Lady (1964),Comedy|Drama|Musical|Romance
105,"Bridges of Madison County, The (1995)",Drama|Romance
3000,Princess Mononoke (Mononoke-hime) (1997),Action|Adventure|Animation|Drama|Fantasy
1084,Bonnie and Clyde (1967),Crime|Drama
902,Breakfast at Tiffany's (1961),Drama|Romance
8784,Garden State (2004),Comedy|Drama|Romance
68157,Inglourious Basterds (2009),Action|Drama|War
31,Dangerous Minds (1995),Drama
5377,About a Boy (2002),Comedy|Drama|Romance
5902,Adaptation (2002),Comedy|Drama|Romance
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
356,Forrest Gump (1994),Comedy|Drama|Romance|War
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
2858,American Beauty (1999),Comedy|Drama
608,Fargo (1996),Comedy|Crime|Drama|Thriller
380,True Lies (1994),Action|Adventure|Comedy|Romance|Thriller
588,Aladdin (1992),Adventure|Animation|Children|Comedy|Musical
1270,Back to the Future (1985),Adventure|Comedy|Sci-Fi
344,Ace Ventura: Pet Detective (1994),Comedy
1580,Men in Black (a.k.a. MIB) (1997),Action|Comedy|Sci-Fi
500,Mrs. Doubtfire (1993),Comedy|Drama
367,"Mask, The (1994)",Action|Comedy|Crime|Fantasy
597,Pretty Woman (1990),Comedy|Romance
1136,Monty Python and the Holy Grail (1975),Adventure|Comedy|Fantasy
153,Batman Forever (1995),Action|Adventure|Comedy|Crime
1197,"Princess Bride, The (1987)",Action|Adventure|Comedy|Fantasy|Romance
231,Dumb & Dumber (Dumb and Dumber) (1994),Adventure|Comedy
1265,Groundhog Day (1993),Comedy|Fantasy|Romance
4306,Shrek (2001),Adventure|Animation|Children|Comedy|Fantasy|Romance
587,Ghost (1990),Comedy|Drama|Fantasy|Romance|Thriller
2716,Ghostbusters (a.k.a. Ghost Busters) (1984),Action|Comedy|Sci-Fi
539,Sleepless in Seattle (1993),Comedy|Drama|Romance
586,Home Alone (1990),Children|Comedy
1073,Willy Wonka & the Chocolate Factory (1971),Children|Comedy|Fantasy|Musical
357,Four Weddings and a Funeral (1994),Comedy|Romance
1527,"Fifth Element, The (1997)",Action|Adventure|Comedy|Sci-Fi
2997,Being John Malkovich (1999),Comedy|Drama|Fantasy
39,Clueless (1995),Comedy|Romance
6539,Pirates of the Caribbean: The Curse of the Black Pearl (2003),Action|Adventure|Comedy|Fantasy
2683,Austin Powers: The Spy Who Shagged Me (1999),Action|Adventure|Comedy
1923,There's Something About Mary (1998),Comedy|Romance
2396,Shakespeare in Love (1998),Comedy|Drama|Romance
1682,"Truman Show, The (1998)",Comedy|Drama|Sci-Fi
4973,"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)",Comedy|Romance
21,Get Shorty (1995),Comedy|Crime|Thriller
223,Clerks (1994),Comedy
4886,"Monsters, Inc. (2001)",Adventure|Animation|Children|Comedy|Fantasy
778,Trainspotting (1996),Comedy|Crime|Drama
6377,Finding Nemo (2003),Adventure|Animation|Children|Comedy
2918,Ferris Bueller's Day Off (1986),Comedy
2706,American Pie (1999),Comedy|Romance
750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy|War
339,While You Were Sleeping (1995),Comedy|Romance
3114,Toy Story 2 (1999),Adventure|Animation|Children|Comedy|Fantasy
1517,Austin Powers: International Man of Mystery (1997),Action|Adventure|Comedy
141,"Birdcage, The (1996)",Comedy
1307,When Harry Met Sally... (1989),Comedy|Romance
2987,Who Framed Roger Rabbit? (1988),Adventure|Animation|Children|Comedy|Crime|Fantasy|Mystery
1784,As Good as It Gets (1997),Comedy|Drama|Romance
1968,"Breakfast Club, The (1985)",Comedy|Drama
19,Ace Ventura: When Nature Calls (1995),Comedy
1732,"Big Lebowski, The (1998)",Comedy|Crime
1080,Monty Python's Life of Brian (1979),Comedy
2355,"Bug's Life, A (1998)",Adventure|Animation|Children|Comedy
2502,Office Space (1999),Comedy|Crime
2174,Beetlejuice (1988),Comedy|Fantasy
8961,"Incredibles, The (2004)",Action|Adventure|Animation|Children|Comedy
1220,"Blues Brothers, The (1980)",Action|Comedy|Musical
2012,Back to the Future Part III (1990),Adventure|Comedy|Sci-Fi|Western
1079,"Fish Called Wanda, A (1988)",Comedy|Crime
2797,Big (1988),Comedy|Drama|Fantasy|Romance
4027,"O Brother, Where Art Thou? (2000)",Adventure|Comedy|Crime
2011,Back to the Future Part II (1989),Adventure|Comedy|Sci-Fi
440,Dave (1993),Comedy|Romance
2791,Airplane! (1980),Comedy
788,"Nutty Professor, The (1996)",Comedy|Fantasy|Romance|Sci-Fi
410,Addams Family Values (1993),Children|Comedy|Fantasy
11,"American President, The (1995)",Comedy|Drama|Romance
2324,Life Is Beautiful (La Vita è bella) (1997),Comedy|Drama|Romance|War
104,Happy Gilmore (1996),Comedy
2000,Lethal Weapon (1987),Action|Comedy|Crime|Drama
4011,Snatch (2000),Comedy|Crime|Thriller
2700,"South Park: Bigger, Longer and Uncut (1999)",Animation|Comedy|Musical
1391,Mars Attacks! (1996),Action|Comedy|Sci-Fi
368,Maverick (1994),Adventure|Comedy|Western
1247,"Graduate, The (1967)",Comedy|Drama|Romance
1485,Liar Liar (1997),Comedy
2617,"Mummy, The (1999)",Action|Adventure|Comedy|Fantasy|Horror|Thriller
2054,"Honey, I Shrunk the Kids (1989)",Adventure|Children|Comedy|Fantasy|Sci-Fi
3751,Chicken Run (2000),Animation|Children|Comedy
235,Ed Wood (1994),Comedy|Drama
317,"Santa Clause, The (1994)",Comedy|Drama|Fantasy
1407,Scream (1996),Comedy|Horror|Mystery|Thriller
1288,This Is Spinal Tap (1984),Comedy
3977,Charlie's Angels (2000),Action|Comedy
3481,High Fidelity (2000),Comedy|Drama|Romance
3052,Dogma (1999),Adventure|Comedy|Fantasy
6711,Lost in Translation (2003),Comedy|Drama|Romance
3948,Meet the Parents (2000),Comedy
1380,Grease (1978),Comedy|Musical|Romance
1394,Raising Arizona (1987),Comedy
1230,Annie Hall (1977),Comedy|Romance
2542,"Lock, Stock & Two Smoking Barrels (1998)",Comedy|Crime|Thriller
1641,"Full Monty, The (1997)",Comedy|Drama
708,"Truth About Cats & Dogs, The (1996)",Comedy|Romance
1278,Young Frankenstein (1974),Comedy|Fantasy
1148,Wallace & Gromit: The Wrong Trousers (1993),Animation|Children|Comedy|Crime
420,Beverly Hills Cop III (1994),Action|Comedy|Crime|Thriller
1234,"Sting, The (1973)",Comedy|Crime
8360,Shrek 2 (2004),Adventure|Animation|Children|Comedy|Musical|Romance
1500,Grosse Pointe Blank (1997),Comedy|Crime|Romance
520,Robin Hood: Men in Tights (1993),Comedy
784,"Cable Guy, The (1996)",Comedy|Thriller
2081,"Little Mermaid, The (1989)",Animation|Children|Comedy|Musical|Romance
370,Naked Gun 33 1/3: The Final Insult (1994),Action|Comedy
497,Much Ado About Nothing (1993),Comedy|Romance
1028,Mary Poppins (1964),Children|Comedy|Fantasy|Musical
2302,My Cousin Vinny (1992),Comedy
3175,Galaxy Quest (1999),Adventure|Comedy|Sci-Fi
1639,Chasing Amy (1997),Comedy|Drama|Romance
435,Coneheads (1993),Comedy|Sci-Fi
2699,Arachnophobia (1990),Comedy|Horror
2395,Rushmore (1998),Comedy|Drama
2599,Election (1999),Comedy
2321,Pleasantville (1998),Comedy|Drama|Fantasy
485,Last Action Hero (1993),Action|Adventure|Comedy|Fantasy
2406,Romancing the Stone (1984),Action|Adventure|Comedy|Romance
466,Hot Shots! Part Deux (1993),Action|Comedy|War
2657,"Rocky Horror Picture Show, The (1975)",Comedy|Horror|Musical|Sci-Fi
1777,"Wedding Singer, The (1998)",Comedy|Romance
3253,Wayne's World (1992),Comedy
1376,Star Trek IV: The Voyage Home (1986),Adventure|Comedy|Sci-Fi
2001,Lethal Weapon 2 (1989),Action|Comedy|Crime|Drama
2006,"Mask of Zorro, The (1998)",Action|Comedy|Romance
7,Sabrina (1995),Comedy|Romance
2804,"Christmas Story, A (1983)",Children|Comedy
552,"Three Musketeers, The (1993)",Action|Adventure|Comedy|Romance
432,City Slickers II: The Legend of Curly's Gold (1994),Adventure|Comedy|Western
3,Grumpier Old Men (1995),Comedy|Romance
70,From Dusk Till Dawn (1996),Action|Comedy|Horror|Thriller
2671,Notting Hill (1999),Comedy|Romance
5060,M*A*S*H (a.k.a. MASH) (1970),Comedy|Drama|War
4979,"Royal Tenenbaums, The (2001)",Comedy|Drama
1215,Army of Darkness (1993),Action|Adventure|Comedy|Fantasy|Horror
1396,Sneakers (1992),Action|Comedy|Crime|Drama|Sci-Fi
543,So I Married an Axe Murderer (1993),Comedy|Romance|Thriller
2470,Crocodile Dundee (1986),Adventure|Comedy
236,French Kiss (1995),Action|Comedy|Romance
5,Father of the Bride Part II (1995),Comedy
745,Wallace & Gromit: A Close Shave (1995),Animation|Children|Comedy
2890,Three Kings (1999),Action|Adventure|Comedy|Drama|War
4246,Bridget Jones's Diary (2001),Comedy|Drama|Romance
145,Bad Boys (1995),Action|Comedy|Crime|Drama|Thriller
112,Rumble in the Bronx (Hont faan kui) (1995),Action|Adventure|Comedy|Crime
46578,Little Miss Sunshine (2006),Adventure|Comedy|Drama
2100,Splash (1984),Comedy|Fantasy|Romance
5218,Ice Age (2002),Adventure|Animation|Children|Comedy
342,Muriel's Wedding (1994),Comedy
8874,Shaun of the Dead (2004),Comedy|Horror
2572,10 Things I Hate About You (1999),Comedy|Romance
58,"Postman, The (Postino, Il) (1994)",Comedy|Drama|Romance
3448,"Good Morning, Vietnam (1987)",Comedy|Drama|War
3033,Spaceballs (1987),Comedy|Sci-Fi
3421,Animal House (1978),Comedy
2424,You've Got Mail (1998),Comedy|Romance
471,"Hudsucker Proxy, The (1994)",Comedy
186,Nine Months (1995),Comedy|Romance
2003,Gremlins (1984),Comedy|Horror
2701,Wild Wild West (1999),Action|Comedy|Sci-Fi|Western
1285,Heathers (1989),Comedy
333,Tommy Boy (1995),Comedy
910,Some Like It Hot (1959),Comedy|Crime
785,Kingpin (1996),Comedy
56367,Juno (2007),Comedy|Drama|Romance
2407,Cocoon (1985),Comedy|Sci-Fi
1747,Wag the Dog (1997),Comedy
852,Tin Cup (1996),Comedy|Drama|Romance
969,"African Queen, The (1951)",Adventure|Comedy|Romance|War
3671,Blazing Saddles (1974),Comedy|Western
4085,Beverly Hills Cop (1984),Action|Comedy|Crime|Drama
2005,"Goonies, The (1985)",Action|Adventure|Children|Comedy|Fantasy
345,"Adventures of Priscilla, Queen of the Desert, The (1994)",Comedy|Drama
3911,Best in Show (2000),Comedy
899,Singin' in the Rain (1952),Comedy|Musical|Romance
5299,My Big Fat Greek Wedding (2002),Comedy|Romance
2294,Antz (1998),Adventure|Animation|Children|Comedy|Fantasy
252,I.Q. (1994),Comedy|Romance
2080,Lady and the Tramp (1955),Animation|Children|Comedy|Romance
3255,"League of Their Own, A (1992)",Comedy|Drama
1569,My Best Friend's Wedding (1997),Comedy|Romance
355,"Flintstones, The (1994)",Children|Comedy|Fantasy
673,Space Jam (1996),Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi
256,Junior (1994),Comedy|Sci-Fi
1060,Swingers (1996),Comedy|Drama
5459,Men in Black II (a.k.a. MIIB) (a.k.a. MIB 2) (2002),Action|Comedy|Sci-Fi
585,"Brady Bunch Movie, The (1995)",Comedy
914,My Fair Lady (1964),Comedy|Drama|Musical|Romance
2770,Bowfinger (1999),Comedy
35836,"40-Year-Old Virgin, The (2005)",Comedy|Romance
762,Striptease (1996),Comedy|Crime
8784,Garden State (2004),Comedy|Drama|Romance
5377,About a Boy (2002),Comedy|Drama|Romance
2273,Rush Hour (1998),Action|Comedy|Crime|Thriller
5902,Adaptation (2002),Comedy|Drama|Romance
52,Mighty Aphrodite (1995),Comedy|Drama|Romance
3039,Trading Places (1983),Comedy
6373,Bruce Almighty (2003),Comedy|Drama|Fantasy|Romance
2248,Say Anything... (1989),Comedy|Drama|Romance
4025,Miss Congeniality (2000),Comedy|Crime
6863,School of Rock (2003),Comedy|Musical
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
593,"Silence of the Lambs, The (1991)",Crime|Horror|Thriller
480,Jurassic Park (1993),Action|Adventure|Sci-Fi|Thriller
2571,"Matrix, The (1999)",Action|Sci-Fi|Thriller
457,"Fugitive, The (1993)",Thriller
780,Independence Day (a.k.a. ID4) (1996),Action|Adventure|Sci-Fi|Thriller
50,"Usual Suspects, The (1995)",Crime|Mystery|Thriller
592,Batman (1989),Action|Crime|Thriller
32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Mystery|Sci-Fi|Thriller
608,Fargo (1996),Comedy|Crime|Drama|Thriller
47,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
380,True Lies (1994),Action|Adventure|Comedy|Romance|Thriller
377,Speed (1994),Action|Romance|Thriller
2959,Fight Club (1999),Action|Crime|Drama|Thriller
648,Mission: Impossible (1996),Action|Adventure|Mystery|Thriller
165,Die Hard: With a Vengeance (1995),Action|Crime|Thriller
1240,"Terminator, The (1984)",Action|Sci-Fi|Thriller
736,Twister (1996),Action|Adventure|Romance|Thriller
733,"Rock, The (1996)",Action|Adventure|Thriller
541,Blade Runner (1982),Action|Sci-Fi|Thriller
4226,Memento (2000),Mystery|Thriller
1036,Die Hard (1988),Action|Crime|Thriller
349,Clear and Present Danger (1994),Action|Crime|Drama|Thriller
587,Ghost (1990),Comedy|Drama|Fantasy|Romance|Thriller
10,GoldenEye (1995),Action|Adventure|Thriller
1089,Reservoir Dogs (1992),Crime|Mystery|Thriller
1617,L.A. Confidential (1997),Crime|Film-Noir|Mystery|Thriller
292,Outbreak (1995),Action|Drama|Sci-Fi|Thriller
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller
454,"Firm, The (1993)",Drama|Thriller
434,Cliffhanger (1993),Action|Adventure|Thriller
1206,"Clockwork Orange, A (1971)",Crime|Drama|Sci-Fi|Thriller
185,"Net, The (1995)",Action|Crime|Thriller
111,Taxi Driver (1976),Crime|Drama|Thriller
21,Get Shorty (1995),Comedy|Crime|Thriller
6,Heat (1995),Action|Crime|Thriller
4963,Ocean's Eleven (2001),Crime|Thriller
5445,Minority Report (2002),Action|Crime|Mystery|Sci-Fi|Thriller
161,Crimson Tide (1995),Drama|Thriller|War
288,Natural Born Killers (1994),Action|Crime|Thriller
5349,Spider-Man (2002),Action|Adventure|Sci-Fi|Thriller
95,Broken Arrow (1996),Action|Adventure|Thriller
6874,Kill Bill: Vol. 1 (2003),Action|Crime|Thriller
1610,"Hunt for Red October, The (1990)",Action|Adventure|Thriller
1917,Armageddon (1998),Action|Romance|Sci-Fi|Thriller
2916,Total Recall (1990),Action|Adventure|Sci-Fi|Thriller
5418,"Bourne Identity, The (2002)",Action|Mystery|Thriller
1356,Star Trek: First Contact (1996),Action|Adventure|Sci-Fi|Thriller
2710,"Blair Witch Project, The (1999)",Drama|Horror|Thriller
474,In the Line of Fire (1993),Action|Thriller
4878,Donnie Darko (2001),Drama|Mystery|Sci-Fi|Thriller
7438,Kill Bill: Vol. 2 (2004),Action|Drama|Thriller
1653,Gattaca (1997),Drama|Sci-Fi|Thriller
1573,Face/Off (1997),Action|Crime|Drama|Thriller
4011,Snatch (2000),Comedy|Crime|Thriller
1127,"Abyss, The (1989)",Action|Adventure|Sci-Fi|Thriller
904,Rear Window (1954),Mystery|Thriller
6365,"Matrix Reloaded, The (2003)",Action|Adventure|Sci-Fi|Thriller|IMAX
2617,"Mummy, The (1999)",Action|Adventure|Comedy|Fantasy|Horror|Thriller
353,"Crow, The (1994)",Action|Crime|Fantasy|Thriller
4034,Traffic (2000),Crime|Drama|Thriller
3623,Mission: Impossible II (2000),Action|Adventure|Thriller
786,Eraser (1996),Action|Drama|Thriller
1407,Scream (1996),Comedy|Horror|Mystery|Thriller
1374,Star Trek II: The Wrath of Khan (1982),Action|Adventure|Sci-Fi|Thriller
350,"Client, The (1994)",Drama|Mystery|Thriller
908,North by Northwest (1959),Action|Adventure|Mystery|Romance|Thriller
1370,Die Hard 2 (1990),Action|Adventure|Thriller
6333,X2: X-Men United (2003),Action|Adventure|Sci-Fi|Thriller
32587,Sin City (2005),Action|Crime|Film-Noir|Mystery|Thriller
1625,"Game, The (1997)",Drama|Mystery|Thriller
555,True Romance (1993),Crime|Thriller
2542,"Lock, Stock & Two Smoking Barrels (1998)",Comedy|Crime|Thriller
1252,Chinatown (1974),Crime|Film-Noir|Mystery|Thriller
2268,"Few Good Men, A (1992)",Crime|Drama|Thriller
420,Beverly Hills Cop III (1994),Action|Comedy|Crime|Thriller
2712,Eyes Wide Shut (1999),Drama|Mystery|Thriller
3527,Predator (1987),Action|Sci-Fi|Thriller
1544,"Lost World: Jurassic Park, The (1997)",Action|Adventure|Sci-Fi|Thriller
784,"Cable Guy, The (1996)",Comedy|Thriller
44191,V for Vendetta (2006),Action|Sci-Fi|Thriller|IMAX
832,Ransom (1996),Crime|Thriller
48516,"Departed, The (2006)",Crime|Drama|Thriller
2353,Enemy of the State (1998),Action|Thriller
1608,Air Force One (1997),Action|Thriller
2985,RoboCop (1987),Action|Crime|Drama|Sci-Fi|Thriller
1552,Con Air (1997),Action|Adventure|Thriller
903,Vertigo (1958),Drama|Mystery|Romance|Thriller
79132,Inception (2010),Action|Crime|Drama|Mystery|Sci-Fi|Thriller|IMAX
3176,"Talented Mr. Ripley, The (1999)",Drama|Mystery|Thriller
8665,"Bourne Supremacy, The (2004)",Action|Crime|Thriller
