support,itemsets
0.2473331679483999,frozenset({'2080'})
0.31605060778963034,frozenset({'2081'})
0.20987348052592408,frozenset({'2085'})
0.2398908459439345,frozenset({'2100'})
0.24906970974944181,frozenset({'2105'})
0.18084842470850906,frozenset({'2108'})
0.6065492433639296,frozenset({'2115'})
0.1773753411064252,frozenset({'2134'})
0.19325229471595137,frozenset({'2140'})
0.23641776234185066,frozenset({'2144'})
0.1677003225006202,frozenset({'2145'})
0.23418506574051104,frozenset({'2150'})
0.22798313073678989,frozenset({'2160'})
0.30860828578516497,frozenset({'2161'})
0.35698337881419,frozenset({'2167'})
0.533118332919871,frozenset({'2174'})
0.28082361696849417,frozenset({'2193'})
0.512031753907219,frozenset({'2194'})
0.24237161994542297,frozenset({'2232'})
0.24758124534854875,frozenset({'2248'})
0.4696105184817663,frozenset({'2268'})
0.3046390473827834,frozenset({'2273'})
0.34011411560406846,frozenset({'2278'})
0.28156784916894073,frozenset({'2288'})
0.18382535351029522,frozenset({'2289'})
0.5705780203423468,frozenset({'2291'})
0.3110890597866534,frozenset({'2294'})
0.3604564624162739,frozenset({'2302'})
0.4209873480525924,frozenset({'2321'})
0.3319275613991565,frozenset({'2324'})
0.5115355991069214,frozenset({'2329'})
0.41329694864797817,frozenset({'2353'})
0.4614239642768544,frozenset({'2355'})
0.1741503349044902,frozenset({'2366'})
0.17191763830315057,frozenset({'2371'})
0.2259985115355991,frozenset({'2391'})
0.31803522699082115,frozenset({'2395'})
0.4113123294467874,frozenset({'2396'})
0.33688910940213346,frozenset({'2406'})
0.2527908707516745,frozenset({'2407'})
0.2135946415281568,frozenset({'2424'})
0.20317539072190524,frozenset({'2427'})
0.33118332919871,frozenset({'2455'})
0.2292235177375341,frozenset({'2467'})
0.31232944678739766,frozenset({'2470'})
0.24609278094765566,frozenset({'2490'})
0.5214586951128752,frozenset({'2502'})
0.37906226742743737,frozenset({'2529'})
0.4800297692880179,frozenset({'2542'})
0.5584222277350533,frozenset({'2571'})
0.2398908459439345,frozenset({'2572'})
0.2766063011659638,frozenset({'2580'})
0.3225006201935004,frozenset({'2599'})
0.17315802530389482,frozenset({'2600'})
0.38898536343339124,frozenset({'2617'})
0.35177375341106426,frozenset({'2628'})
0.39518729843711237,frozenset({'2640'})
0.18531381791118828,frozenset({'2641'})
0.26196973455718187,frozenset({'2657'})
0.31158521458695115,frozenset({'2671'})
0.4343835276606301,frozenset({'2683'})
0.44455470106673284,frozenset({'2692'})
0.1848176631108906,frozenset({'2699'})
0.4279335152567601,frozenset({'2700'})
0.4247085090548251,frozenset({'2706'})
0.18060034730836022,frozenset({'2707'})
0.2927313321756388,frozenset({'2710'})
0.3190275365914165,frozenset({'2712'})
0.6588935747953362,frozenset({'2716'})
0.20714462912428677,frozenset({'2717'})
0.17762341850657404,frozenset({'2723'})
0.2195484991317291,frozenset({'2728'})
0.21161002232696602,frozenset({'2746'})
0.2676755147606053,frozenset({'2761'})
0.6742743736045647,frozenset({'2762'})
0.28776978417266186,frozenset({'2763'})
0.17638303150582982,frozenset({'2770'})
0.47209129248325477,frozenset({'2791'})
0.5160009923096006,frozenset({'2797'})
0.27238898536343337,frozenset({'2804'})
0.5891838253535103,frozenset({'2858'})
0.2952121061771273,frozenset({'2871'})
0.16869263210121557,frozenset({'2872'})
0.4577028032746217,frozenset({'2890'})
0.5547010667328206,frozenset({'2916'})
0.5653683949392211,frozenset({'2918'})
0.3991565368394939,frozenset({'2947'})
0.2679235921607542,frozenset({'2948'})
0.2862813197717688,frozenset({'2949'})
0.508806747705284,frozenset({'2959'})
0.22773505333664104,frozenset({'2968'})
0.4269412056561647,frozenset({'2985'})
0.5341106425204664,frozenset({'2987'})
0.554204911932523,frozenset({'2997'})
0.26420243115852143,frozenset({'3000'})
0.3381294964028777,frozenset({'3006'})
0.374844951624907,frozenset({'3033'})
0.33936988340362195,frozenset({'3039'})
0.4678739766807244,frozenset({'3052'})
0.1602580004961548,frozenset({'3072'})
0.4681220540808732,frozenset({'3081'})
0.20962540312577524,frozenset({'3082'})
0.1969734557181841,frozenset({'3087'})
0.24510047134706028,frozenset({'3101'})
0.17166956090300173,frozenset({'3104'})
0.2547754899528653,frozenset({'3108'})
0.5035971223021583,frozenset({'3114'})
0.5549491441329695,frozenset({'3147'})
0.34656412800793845,frozenset({'3160'})
0.4113123294467874,frozenset({'3175'})
0.3825353510295212,frozenset({'3176'})
0.20441577772264946,frozenset({'3198'})
0.2793351525676011,frozenset({'3210'})
0.46663358967998014,frozenset({'3253'})
0.32076407839245846,frozenset({'3255'})
0.3051352021830811,frozenset({'3256'})
0.1875465145125279,frozenset({'3267'})
0.26891590176134955,frozenset({'3275'})
0.27263706276358224,frozenset({'3300'})
0.22500620193500373,frozenset({'3301'})
0.19052344331431406,frozenset({'3328'})
0.22401389233440833,frozenset({'3361'})
0.26296204415777724,frozenset({'3362'})
0.3009178863805507,frozenset({'3386'})
0.20491193252294715,frozenset({'3396'})
0.44108161746464897,frozenset({'3408'})
0.35450260481270157,frozenset({'3418'})
0.3326717935996031,frozenset({'3421'})
0.4547258744728355,frozenset({'3448'})
0.43289506325973703,frozenset({'3471'})
0.18332919870999753,frozenset({'3476'})
0.4993798064996279,frozenset({'3481'})
0.23790622674274373,frozenset({'3489'})
0.38923344083354006,frozenset({'3499'})
0.2582485735549491,frozenset({'3510'})
0.4844951624906971,frozenset({'3527'})
0.3229967749937981,frozenset({'3535'})
0.16869263210121557,frozenset({'3555'})
0.23567353014140413,frozenset({'3556'})
0.6343339121806003,frozenset({'3578'})
0.27164475316298686,frozenset({'3623'})
0.24261969734557182,frozenset({'3624'})
0.3520218308112131,frozenset({'3671'})
0.19449268171669562,frozenset({'3683'})
0.20267923592160755,frozenset({'3698'})
0.33143140659885884,frozenset({'3702'})
0.3172909947903746,frozenset({'3703'})
0.2088811709253287,frozenset({'3717'})
0.42073927065244354,frozenset({'3751'})
0.19052344331431406,frozenset({'3752'})
0.3202679235921608,frozenset({'3753'})
0.22103696353262217,frozenset({'3755'})
0.16794839990076904,frozenset({'3785'})
0.6440089307864053,frozenset({'3793'})
0.16075415529645248,frozenset({'3798'})
0.189034978913421,frozenset({'3863'})
0.3041428925824857,frozenset({'3868'})
0.4857355494914413,frozenset({'3897'})
0.3227486975936492,frozenset({'3911'})
0.4487720168692632,frozenset({'3948'})
0.3840238154304143,frozenset({'3949'})
0.23195236913917142,frozenset({'3977'})
0.5018605805011164,frozenset({'3994'})
0.5517241379310345,frozenset({'3996'})
0.5209625403125775,frozenset({'4011'})
0.33341602580004964,frozenset({'4014'})
0.22575043413545026,frozenset({'4018'})
0.5323741007194245,frozenset({'4022'})
0.18977921111386753,frozenset({'4025'})
0.5378318035226991,frozenset({'4027'})
0.4899528652939717,frozenset({'4034'})
0.44405854626643515,frozenset({'4085'})
0.23294467873976682,frozenset({'4105'})
0.2555197221533118,frozenset({'4128'})
0.20590424212354255,frozenset({'4148'})
0.5812453485487472,frozenset({'4226'})
0.30538327958322997,frozenset({'4239'})
0.36467377821880426,frozenset({'4246'})
0.4145373356487224,frozenset({'4262'})
0.18208881170925328,frozenset({'4270'})
0.21136194492681717,frozenset({'4299'})
0.6636070453981642,frozenset({'4306'})
0.33664103200198464,frozenset({'4308'})
0.18134457950880675,frozenset({'4344'})
0.28776978417266186,frozenset({'4361'})
0.3574795336144877,frozenset({'4370'})
0.1773753411064252,frozenset({'4446'})
0.25353510295212106,frozenset({'4447'})
0.3383775738030265,frozenset({'4571'})
0.16546762589928057,frozenset({'4643'})
0.4257008186554205,frozenset({'4720'})
0.23592160754155297,frozenset({'4734'})
0.41106425204663855,frozenset({'4776'})
0.30860828578516497,frozenset({'4848'})
0.3038948151823369,frozenset({'4855'})
0.2093773257256264,frozenset({'4865'})
0.26841974696105186,frozenset({'4874'})
0.4993798064996279,frozenset({'4878'})
0.22178119573306873,frozenset({'4881'})
0.602580004961548,frozenset({'4886'})
0.4978913420987348,frozenset({'4896'})
0.2560158769536095,frozenset({'4901'})
0.6698089804018854,frozenset({'4963'})
0.4301662118580997,frozenset({'4973'})
0.30687174398412304,frozenset({'4975'})
0.39518729843711237,frozenset({'4979'})
0.5358471843215084,frozenset({'4993'})
0.6065492433639296,frozenset({'4995'})
0.40783924584470355,frozenset({'5010'})
0.22798313073678989,frozenset({'5015'})
0.261721657157033,frozenset({'5060'})
0.24063507814438104,frozenset({'5064'})
0.4120565616472339,frozenset({'5218'})
0.16075415529645248,frozenset({'5219'})
0.18655420491193253,frozenset({'5254'})
0.3046390473827834,frozenset({'5299'})
0.6407839245844703,frozenset({'5349'})
0.3659141652195485,frozenset({'5377'})
0.36343339121806,frozenset({'5378'})
0.3254775489952865,frozenset({'5388'})
0.6608781939965269,frozenset({'5418'})
0.18729843711237906,frozenset({'5444'})
0.6680724386008434,frozenset({'5445'})
0.23319275613991566,frozenset({'5459'})
0.4289258248573555,frozenset({'5464'})
0.39171421483502855,frozenset({'5502'})
0.31580253038948153,frozenset({'5618'})
0.2932274869759365,frozenset({'5630'})
0.45720664847432396,frozenset({'5669'})
0.2525427933515257,frozenset({'5673'})
0.3785661126271397,frozenset({'5679'})
0.46018357727611015,frozenset({'5816'})
0.3879930538327958,frozenset({'5902'})
0.2798313073678988,frozenset({'5903'})
0.5581741503349045,frozenset({'5952'})
0.2510543289506326,frozenset({'5954'})
0.37434879682460925,frozenset({'5956'})
0.6561647233936988,frozenset({'5989'})
0.29942942197965766,frozenset({'5991'})
0.34333912180600346,frozenset({'5995'})
0.3145621433887373,frozenset({'6016'})
0.29694864797816917,frozenset({'6218'})
0.29248325477549,frozenset({'6323'})
0.1612503100967502,frozenset({'6331'})
0.5790126519474076,frozenset({'6333'})
0.45646241627387746,frozenset({'6365'})
0.3267179359960308,frozenset({'6373'})
0.6263954353758373,frozenset({'6377'})
0.4123046390473828,frozenset({'6378'})
0.47531629868518976,frozenset({'6502'})
0.3073678987844207,frozenset({'6537'})
0.6583974199950384,frozenset({'6539'})
0.20168692632101215,frozenset({'6659'})
0.32820640039692384,frozenset({'6708'})
0.4929297940957579,frozenset({'6711'})
0.205160009923096,frozenset({'6754'})
0.4276854378566113,frozenset({'6863'})
0.44083354006450015,frozenset({'6870'})
0.592904986355743,frozenset({'6874'})
0.3262217811957331,frozenset({'6934'})
0.32473331679483997,frozenset({'6942'})
0.38327958322996775,frozenset({'6947'})
0.2852890101711734,frozenset({'6953'})
0.31158521458695115,frozenset({'6979'})
0.1969734557181841,frozenset({'7022'})
0.3597122302158273,frozenset({'7090'})
0.4331431406598859,frozenset({'7143'})
0.48747209129248326,frozenset({'7147'})
0.5338625651203175,frozenset({'7153'})
0.35053336641032,frozenset({'7254'})
0.2259985115355991,frozenset({'7293'})
0.2297196725378318,frozenset({'7360'})
0.5142644505085586,frozenset({'7361'})
0.31481022078888615,frozenset({'7373'})
0.5529645249317787,frozenset({'7438'})
0.2530389481518234,frozenset({'7445'})
0.26048127015628875,frozenset({'7458'})
0.48375093029025057,frozenset({'8360'})
0.19920615231952368,frozenset({'8361'})
0.4849913172909948,frozenset({'8368'})
0.397419995038452,frozenset({'8464'})
0.26271396675762837,frozenset({'8529'})
0.36492185561895313,frozenset({'8622'})
0.544529893326718,frozenset({'8636'})
0.38551227983130737,frozenset({'8644'})
0.5398164227238899,frozenset({'8665'})
0.3785661126271397,frozenset({'8784'})
0.4465393202679236,frozenset({'8798'})
0.4653932026792359,frozenset({'8874'})
0.38278342842967006,frozenset({'8949'})
0.24683701314810222,frozenset({'8957'})
0.5713222525427933,frozenset({'8961'})
0.22897544033738526,frozenset({'8984'})
0.31158521458695115,frozenset({'30793'})
0.19275613991565368,frozenset({'31658'})
0.205160009923096,frozenset({'31696'})
0.4897047878938229,frozenset({'32587'})
0.2773505333664103,frozenset({'33004'})
0.3852642024311585,frozenset({'33166'})
0.41801041925080623,frozenset({'33493'})
0.26891590176134955,frozenset({'33679'})
0.6048127015628876,frozenset({'33794'})
0.29670057057802035,frozenset({'34048'})
0.1773753411064252,frozenset({'34072'})
0.3145621433887373,frozenset({'34162'})
0.21036963532622177,frozenset({'34319'})
0.3259737037955842,frozenset({'34405'})
0.381294964028777,frozenset({'35836'})
0.2795832299677499,frozenset({'36529'})
0.2830563135698338,frozenset({'38061'})
0.2441081617464649,frozenset({'39183'})
0.3788141900272885,frozenset({'40815'})
0.33961796080377077,frozenset({'40819'})
0.28429670057057804,frozenset({'41566'})
0.28702555197221535,frozenset({'41997'})
0.4519970230711982,frozenset({'44191'})
0.31927561399156534,frozenset({'44199'})
0.17886380550731829,frozenset({'44555'})
0.2686678243612007,frozenset({'44665'})
0.2639543537583726,frozenset({'45499'})
0.3162986851897792,frozenset({'45722'})
0.16794839990076904,frozenset({'45950'})
0.4085834780451501,frozenset({'46578'})
0.30637558918382535,frozenset({'46976'})
0.3138179111882907,frozenset({'47610'})
0.3681468618208881,frozenset({'48394'})
0.45174894567104934,frozenset({'48516'})
0.36740262962044157,frozenset({'48774'})
0.407095013644257,frozenset({'48780'})
0.4619201190771521,frozenset({'49272'})
0.28652939717191767,frozenset({'49530'})
0.3289506325973704,frozenset({'51255'})
0.31605060778963034,frozenset({'51662'})
0.1939965269163979,frozenset({'52281'})
0.26693128256015874,frozenset({'52973'})
0.2163234929297941,frozenset({'53996'})
0.25651203175390724,frozenset({'54001'})
0.3907219052344331,frozenset({'54286'})
0.24931778714959069,frozenset({'54997'})
0.24807740014884644,frozenset({'55765'})
0.34532374100719426,frozenset({'55820'})
0.26271396675762837,frozenset({'56174'})
0.36144877201686926,frozenset({'56367'})
0.24013892334408335,frozenset({'57669'})
0.39022575043413543,frozenset({'58559'})
0.41354502604812704,frozenset({'59315'})
0.20441577772264946,frozenset({'59369'})
0.3448275862068966,frozenset({'60069'})
0.23840238154304144,frozenset({'60684'})
0.2108657901265195,frozenset({'61323'})
0.2944678739766807,frozenset({'63082'})
0.25725626395435375,frozenset({'64614'})
0.2996774993798065,frozenset({'68157'})
0.22525427933515257,frozenset({'68237'})
0.3078640535847184,frozenset({'68358'})
0.28404862317042917,frozenset({'68954'})
0.26345819895807493,frozenset({'69122'})
0.17290994790374598,frozenset({'69757'})
0.29372364177623417,frozenset({'70286'})
0.22227735053336642,frozenset({'71535'})
0.26966013396179606,frozenset({'72998'})
0.2297196725378318,frozenset({'73017'})
0.16819647730091788,frozenset({'77561'})
0.28404862317042917,frozenset({'79132'})
0.1612503100967502,frozenset({'89745'})
0.17613495410568097,frozenset({'91529'})
0.20491193252294715,"frozenset({'2', '1'})"
0.2949640287769784,"frozenset({'1', '6'})"
0.2711485983626892,"frozenset({'10', '1'})"
0.16100223269660133,"frozenset({'11', '1'})"
0.27238898536343337,"frozenset({'16', '1'})"
0.24237161994542297,"frozenset({'1', '21'})"
0.19970230711982137,"frozenset({'1', '25'})"
0.4192508062515505,"frozenset({'1', '32'})"
0.2607293475564376,"frozenset({'1', '34'})"
0.1907715207144629,"frozenset({'1', '36'})"
0.23418506574051104,"frozenset({'39', '1'})"
0.41156040684693623,"frozenset({'47', '1'})"
0.3681468618208881,"frozenset({'50', '1'})"
0.16745224510047135,"frozenset({'62', '1'})"
